Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0040","0.0058"
"0.0200","0.0043","0.0064"
"0.0400","0.0047","0.0052"
"0.0600","0.0050","0.0030"
"0.0800","0.0054","0.0043"
"0.1000","0.0060","0.0019"
"0.1200","0.0064","0.0031"
"0.1400","0.0068","0.0029"
"0.1600","0.0072","0.0022"
"0.1800","0.0077","0.0014"
"0.2000","0.0084","0.0002"
"0.2200","0.0087","0.0006"
"0.2400","0.0093","0.0002"
"0.2600","0.0098","0.0018"
"0.2800","0.0103","0.0004"
"0.3000","0.0108","0.0010"
"0.3200","0.0112","0.0007"
"0.3400","0.0116","0.0004"
"0.3600","0.0124","0.0008"
"0.3800","0.0127","0.0006"
"0.4000","0.0134","0.0003"
"0.4200","0.0137","-0.0011"
"0.4400","0.0143","0.0065"
"0.4600","0.0147","0.0016"
"0.4800","0.0149","0.0009"
"0.5000","0.0155","0.0119"
"0.5200","0.0158","0.0050"
"0.5400","0.0165","0.0021"
"0.5600","0.0168","0.0017"
"0.5800","0.0173","0.0023"
"0.6000","0.0178","-0.0005"
"0.6200","0.0184","-0.0002"
"0.6400","0.0189","0.0018"
"0.6600","0.0192","-0.0001"
"0.6800","0.0199","-0.0015"
"0.7000","0.0204","0.0037"
"0.7200","0.0210","0.0011"
"0.7400","0.0216","-0.0017"
"0.7600","0.0221","0.0036"
"0.7800","0.0225","-0.0011"
"0.8000","0.0229","-0.0029"
"0.8200","0.0235","0.0044"
"0.8400","0.0239","-0.0010"
"0.8600","0.0246","-0.0013"
"0.8800","0.0246","0.0055"
"0.9000","0.0251","0.0043"
"0.9200","0.0257","-0.0009"
"0.9400","0.0265","-0.0036"
"0.9600","0.0268","0.0019"
"0.9800","0.0271","-0.0029"
"1.0000","0.0274","-0.0035"
"1.0200","0.0282","0.0040"
"1.0400","0.0287","-0.0014"
"1.0600","0.0292","-0.0028"
"1.0800","0.0294","0.0051"
"1.1000","0.0300","-0.0007"
"1.1200","0.0306","-0.0039"
"1.1400","0.0311","0.0055"
"1.1600","0.0314","-0.0020"
"1.1800","0.0322","-0.0036"
"1.2000","0.0325","0.0060"
"1.2200","0.0331","-0.0009"
"1.2400","0.0336","-0.0038"
"1.2600","0.0342","0.0035"
"1.2800","0.0346","-0.0003"
"1.3000","0.0349","-0.0036"
"1.3200","0.0354","-0.0018"
"1.3400","0.0358","-0.0012"
"1.3600","0.0364","-0.0026"
"1.3800","0.0369","-0.0020"
"1.4000","0.0375","0.0001"
"1.4200","0.0379","-0.0043"
"1.4400","0.0383","-0.0044"
"1.4600","0.0392","0.0016"
"1.4800","0.0395","-0.0030"
"1.5000","0.0399","-0.0063"
"1.5200","0.0403","-0.0045"
"1.5400","0.0410","-0.0039"
"1.5600","0.0414","0.0054"
"1.5800","0.0418","-0.0021"
"1.6000","0.0423","-0.0045"
"1.6200","0.0428","-0.0046"
"1.6400","0.0435","-0.0047"
"1.6600","0.0437","0.0061"
"1.6800","0.0442","-0.0004"
"1.7000","0.0448","-0.0038"
"1.7200","0.0454","-0.0062"
"1.7400","0.0457","-0.0051"
"1.7600","0.0462","-0.0050"
"1.7800","0.0467","0.0058"
"1.8000","0.0471","-0.0021"
"1.8200","0.0474","-0.0047"
"1.8400","0.0481","-0.0049"
"1.8600","0.0485","-0.0012"
"1.8800","0.0491","-0.0054"
"1.9000","0.0494","-0.0058"
"1.9200","0.0499","-0.0057"
"1.9400","0.0504","-0.0051"
"1.9600","0.0510","-0.0004"
"1.9800","0.0516","-0.0049"
"2.0000","0.0519","-0.0060"
"2.0200","0.0523","-0.0062"
"2.0400","0.0528","-0.0060"
"2.0600","0.0533","0.0000"
"2.0800","0.0539","-0.0045"
"2.1000","0.0543","-0.0055"
"2.1200","0.0546","-0.0058"
"2.1400","0.0551","-0.0046"
"2.1600","0.0559","0.0033"
"2.1800","0.0564","-0.0020"
"2.2000","0.0567","-0.0035"
"2.2200","0.0571","-0.0042"
"2.2400","0.0578","-0.0034"
"2.2600","0.0583","0.0036"
"2.2800","0.0587","-0.0023"
"2.3000","0.0593","-0.0044"
"2.3200","0.0596","-0.0049"
"2.3400","0.0601","-0.0051"
"2.3600","0.0608","0.0053"
"2.3800","0.0610","-0.0015"
"2.4000","0.0617","-0.0037"
"2.4200","0.0624","-0.0035"
"2.4400","0.0626","-0.0032"
"2.4600","0.0631","0.0066"
"2.4800","0.0635","0.0008"
"2.5000","0.0640","-0.0028"
"2.5200","0.0648","-0.0020"
"2.5400","0.0649","-0.0025"
"2.5600","0.0653","0.0046"
"2.5800","0.0661","-0.0008"
"2.6000","0.0665","-0.0034"
"2.6200","0.0669","-0.0051"
"2.6400","0.0671","-0.0051"
"2.6600","0.0676","-0.0012"
"2.6800","0.0679","-0.0003"
"2.7000","0.0683","-0.0037"
"2.7200","0.0689","-0.0033"
"2.7400","0.0694","-0.0045"
"2.7600","0.0699","0.0016"
"2.7800","0.0705","-0.0002"
"2.8000","0.0710","-0.0033"
"2.8200","0.0716","-0.0058"
"2.8400","0.0723","-0.0042"
"2.8600","0.0728","0.0014"
"2.8800","0.0732","-0.0015"
"2.9000","0.0738","-0.0030"
"2.9200","0.0742","-0.0030"
"2.9400","0.0749","-0.0034"
"2.9600","0.0750","0.0046"
"2.9800","0.0757","-0.0001"
"3.0000","0.0762","-0.0019"
"3.0200","0.0766","-0.0018"
"3.0400","0.0769","-0.0022"
"3.0600","0.0776","0.0036"
"3.0800","0.0782","-0.0022"
"3.1000","0.0787","-0.0020"
"3.1200","0.0790","-0.0024"
"3.1400","0.0795","-0.0027"
"3.1600","0.0799","0.0063"
"3.1800","0.0805","-0.0009"
"3.2000","0.0808","-0.0025"
"3.2200","0.0813","-0.0040"
"3.2400","0.0819","-0.0048"
"3.2600","0.0822","0.0081"
"3.2800","0.0826","-0.0005"
"3.3000","0.0832","-0.0032"
"3.3200","0.0836","-0.0036"
"3.3400","0.0842","-0.0058"
"3.3600","0.0846","0.0063"
"3.3800","0.0850","0.0008"
"3.4000","0.0855","-0.0018"
"3.4200","0.0859","-0.0018"
"3.4400","0.0865","-0.0017"
"3.4600","0.0867","0.0056"
"3.4800","0.0874","0.0015"
"3.5000","0.0879","-0.0011"
"3.5200","0.0884","-0.0009"
"3.5400","0.0888","0.0004"
"3.5600","0.0896","0.0007"
"3.5800","0.0897","-0.0030"
"3.6000","0.0903","-0.0029"
"3.6200","0.0907","-0.0027"
"3.6400","0.0914","-0.0035"
"3.6600","0.0918","0.0015"
"3.6800","0.0921","-0.0021"
"3.7000","0.0927","-0.0026"
"3.7200","0.0933","-0.0047"
"3.7400","0.0936","-0.0045"
"3.7600","0.0942","0.0016"
"3.7800","0.0947","-0.0022"
"3.8000","0.0950","-0.0028"
"3.8200","0.0954","-0.0019"
"3.8400","0.0958","-0.0032"
"3.8600","0.0964","0.0051"
"3.8800","0.0971","-0.0009"
"3.9000","0.0973","-0.0017"
"3.9200","0.0978","-0.0030"
"3.9400","0.0981","-0.0032"
"3.9600","0.0988","0.0040"
"3.9800","0.0994","-0.0015"
"4.0000","0.0998","-0.0032"
"4.0200","0.1003","-0.0028"
"4.0400","0.1008","-0.0032"
"4.0600","0.1014","-0.0040"
"4.0800","0.1016","0.0029"
"4.1000","0.1022","-0.0012"
"4.1200","0.1028","-0.0038"
"4.1400","0.1031","-0.0026"
"4.1600","0.1039","0.0073"
"4.1800","0.1042","-0.0012"
"4.2000","0.1046","-0.0042"
"4.2200","0.1051","-0.0040"
"4.2400","0.1055","-0.0042"
"4.2600","0.1060","0.0080"
"4.2800","0.1065","-0.0002"
"4.3000","0.1069","-0.0039"
"4.3200","0.1072","-0.0052"
"4.3400","0.1077","-0.0068"
"4.3600","0.1082","-0.0030"
"4.3800","0.1086","-0.0020"
"4.4000","0.1092","-0.0050"
"4.4200","0.1095","-0.0057"
"4.4400","0.1101","-0.0039"
"4.4600","0.1104","-0.0013"
"4.4800","0.1111","-0.0040"
"4.5000","0.1117","-0.0045"
"4.5200","0.1121","-0.0052"
"4.5400","0.1125","-0.0051"
"4.5600","0.1131","0.0003"
"4.5800","0.1138","-0.0038"
"4.6000","0.1139","-0.0032"
"4.6200","0.1145","-0.0031"
"4.6400","0.1148","-0.0040"
"4.6600","0.1155","0.0004"
"4.6800","0.1161","-0.0043"
"4.7000","0.1164","-0.0051"
"4.7200","0.1169","-0.0048"
"4.7400","0.1174","-0.0046"
"4.7600","0.1176","0.0037"
"4.7800","0.1182","-0.0025"
"4.8000","0.1187","-0.0039"
"4.8200","0.1191","-0.0036"
"4.8400","0.1194","-0.0036"
"4.8600","0.1198","0.0040"
"4.8800","0.1204","-0.0013"
"4.9000","0.1208","-0.0020"
"4.9200","0.1212","-0.0033"
"4.9400","0.1218","-0.0031"
"4.9600","0.1224","0.0056"
"4.9800","0.1229","-0.0006"
"5.0000","0.1233","-0.0026"
"5.0200","0.1238","-0.0029"
"5.0400","0.1242","-0.0025"
"5.0600","0.1247","0.0093"
"5.0800","0.1252","0.0014"
"5.1000","0.1255","-0.0025"
"5.1200","0.1261","-0.0024"
"5.1400","0.1263","-0.0023"
"5.1600","0.1269","0.0029"
"5.1800","0.1276","0.0012"
"5.2000","0.1277","-0.0025"
"5.2200","0.1285","-0.0022"
"5.2400","0.1287","-0.0028"
"5.2600","0.1293","-0.0031"
"5.2800","0.1296","0.0017"
"5.3000","0.1302","-0.0018"
"5.3200","0.1308","-0.0036"
"5.3400","0.1310","-0.0031"
"5.3600","0.1315","0.0070"
"5.3800","0.1321","0.0010"
"5.4000","0.1325","-0.0012"
"5.4200","0.1331","-0.0028"
"5.4400","0.1335","-0.0029"
"5.4600","0.1340","0.0029"
"5.4800","0.1343","-0.0006"
"5.5000","0.1348","-0.0013"
"5.5200","0.1354","-0.0023"
"5.5400","0.1359","-0.0013"
"5.5600","0.1363","0.0039"
"5.5800","0.1368","-0.0012"
"5.6000","0.1371","-0.0022"
"5.6200","0.1377","-0.0028"
"5.6400","0.1382","-0.0026"
"5.6600","0.1386","0.0044"
"5.6800","0.1393","-0.0007"
"5.7000","0.1398","-0.0009"
"5.7200","0.1402","-0.0025"
"5.7400","0.1406","-0.0027"
"5.7600","0.1412","0.0061"
"5.7800","0.1416","-0.0009"
"5.8000","0.1421","-0.0028"
"5.8200","0.1425","-0.0032"
"5.8400","0.1432","-0.0058"
"5.8600","0.1435","0.0067"
"5.8800","0.1441","0.0001"
"5.9000","0.1445","-0.0023"
"5.9200","0.1450","-0.0028"
"5.9400","0.1452","-0.0038"
"5.9600","0.1455","0.0053"
"5.9800","0.1459","-0.0017"
"6.0000","0.1463","-0.0039"
"6.0200","0.1468","-0.0042"
"6.0400","0.1472","-0.0038"
"6.0600","0.1478","0.0008"
"6.0800","0.1482","0.0024"
"6.1000","0.1487","-0.0014"
"6.1200","0.1491","-0.0035"
"6.1400","0.1498","-0.0012"
"6.1600","0.1500","-0.0001"
"6.1800","0.1506","-0.0035"
"6.2000","0.1510","-0.0036"
"6.2200","0.1515","-0.0039"
"6.2400","0.1519","-0.0038"
"6.2600","0.1525","0.0019"
"6.2800","0.1530","-0.0020"
"6.3000","0.1538","-0.0042"
"6.3200","0.1543","-0.0037"
"6.3400","0.1546","-0.0049"
"6.3600","0.1549","0.0028"
"6.3800","0.1557","-0.0011"
"6.4000","0.1561","-0.0033"
"6.4200","0.1564","-0.0033"
"6.4400","0.1569","-0.0039"
"6.4600","0.1573","0.0037"
"6.4800","0.1579","-0.0017"
"6.5000","0.1584","-0.0043"
"6.5200","0.1586","-0.0049"
"6.5400","0.1591","-0.0046"
"6.5600","0.1595","0.0045"
"6.5800","0.1602","-0.0011"
"6.6000","0.1605","-0.0026"
"6.6200","0.1611","-0.0026"
"6.6400","0.1616","-0.0025"
"6.6600","0.1621","0.0036"
"6.6800","0.1626","-0.0017"
"6.7000","0.1631","-0.0017"
"6.7200","0.1635","-0.0028"
"6.7400","0.1639","-0.0019"
"6.7600","0.1647","0.0089"
"6.7800","0.1651","0.0002"
"6.8000","0.1655","-0.0016"
"6.8200","0.1660","-0.0025"
"6.8400","0.1667","-0.0037"
"6.8600","0.1670","0.0046"
"6.8800","0.1674","0.0015"
"6.9000","0.1678","-0.0006"
"6.9200","0.1684","-0.0003"
"6.9400","0.1688","-0.0019"
"6.9600","0.1694","-0.0012"
"6.9800","0.1696","0.0066"
"7.0000","0.1701","0.0020"
"7.0200","0.1706","-0.0004"
"7.0400","0.1712","-0.0010"
"7.0600","0.1715","0.0029"
"7.0800","0.1720","-0.0005"
"7.1000","0.1724","-0.0016"
"7.1200","0.1730","-0.0022"
"7.1400","0.1736","-0.0018"
"7.1600","0.1739","0.0023"
"7.1800","0.1744","-0.0018"
"7.2000","0.1748","-0.0035"
"7.2200","0.1751","-0.0031"
"7.2400","0.1758","-0.0037"
"7.2600","0.1763","0.0038"
"7.2800","0.1768","-0.0006"
"7.3000","0.1772","-0.0016"
"7.3200","0.1778","-0.0025"
"7.3400","0.1782","-0.0022"
"7.3600","0.1788","0.0050"
"7.3800","0.1792","-0.0001"
"7.4000","0.1798","-0.0023"
"7.4200","0.1801","-0.0027"
"7.4400","0.1806","-0.0031"
"7.4600","0.1811","0.0068"
"7.4800","0.1817","-0.0012"
"7.5000","0.1821","-0.0021"
"7.5200","0.1825","-0.0022"
"7.5400","0.1828","-0.0031"
"7.5600","0.1833","-0.0030"
"7.5800","0.1836","0.0044"
"7.6000","0.1842","-0.0017"
"7.6200","0.1846","-0.0026"
"7.6400","0.1852","-0.0040"
"7.6600","0.1856","0.0050"
"7.6800","0.1860","0.0002"
"7.7000","0.1864","-0.0039"
"7.7200","0.1869","-0.0036"
"7.7400","0.1876","-0.0038"
"7.7600","0.1879","0.0016"
"7.7800","0.1884","0.0004"
"7.8000","0.1888","-0.0021"
"7.8200","0.1894","-0.0043"
"7.8400","0.1900","-0.0034"
"7.8600","0.1906","0.0013"
"7.8800","0.1911","-0.0021"
"7.9000","0.1916","-0.0041"
"7.9200","0.1919","-0.0045"
"7.9400","0.1923","-0.0033"
"7.9600","0.1927","-0.0026"
"7.9800","0.1934","0.0008"
"8.0000","0.1939","-0.0024"
"8.0200","0.1944","-0.0030"
"8.0400","0.1948","-0.0038"
"8.0600","0.1952","0.0030"
"8.0800","0.1955","-0.0027"
"8.1000","0.1960","-0.0028"
"8.1200","0.1965","-0.0033"
"8.1400","0.1971","-0.0036"
"8.1600","0.1974","0.0022"
"8.1800","0.1980","-0.0025"
"8.2000","0.1984","-0.0033"
"8.2200","0.1987","-0.0039"
"8.2400","0.1992","-0.0055"
"8.2600","0.1997","0.0039"
"8.2800","0.1999","-0.0031"
"8.3000","0.2005","-0.0055"
"8.3200","0.2010","-0.0050"
"8.3400","0.2015","-0.0035"
"8.3600","0.2020","0.0094"
"8.3800","0.2025","-0.0001"
"8.4000","0.2030","-0.0038"
"8.4200","0.2036","-0.0037"
"8.4400","0.2040","-0.0037"
"8.4600","0.2045","0.0063"
"8.4800","0.2051","-0.0003"
"8.5000","0.2054","-0.0026"
"8.5200","0.2059","-0.0033"
"8.5400","0.2066","-0.0020"
"8.5600","0.2069","0.0046"
"8.5800","0.2073","0.0015"
"8.6000","0.2078","-0.0014"
"8.6200","0.2082","-0.0020"
"8.6400","0.2088","-0.0016"
"8.6600","0.2093","0.0007"
"8.6800","0.2095","0.0019"
"8.7000","0.2101","-0.0011"
"8.7200","0.2106","-0.0007"
"8.7400","0.2111","-0.0007"
"8.7600","0.2116","0.0020"
"8.7800","0.2119","-0.0021"
"8.8000","0.2124","-0.0032"
"8.8200","0.2128","-0.0025"
"8.8400","0.2134","-0.0018"
"8.8600","0.2141","0.0029"
"8.8800","0.2145","-0.0011"
"8.9000","0.2148","-0.0025"
"8.9200","0.2155","-0.0039"
"8.9400","0.2161","-0.0035"
"8.9600","0.2163","0.0038"
"8.9800","0.2167","-0.0029"
"9.0000","0.2173","-0.0027"
"9.0200","0.2176","-0.0034"
"9.0400","0.2180","-0.0037"
"9.0600","0.2184","0.0048"
"9.0800","0.2191","-0.0011"
"9.1000","0.2199","-0.0019"
"9.1200","0.2199","-0.0027"
"9.1400","0.2206","-0.0026"
"9.1600","0.2209","0.0057"
"9.1800","0.2213","-0.0008"
"9.2000","0.2217","-0.0030"
"9.2200","0.2221","-0.0043"
"9.2400","0.2226","-0.0040"
"9.2600","0.2231","-0.0020"
"9.2800","0.2236","0.0047"
"9.3000","0.2240","-0.0009"
"9.3200","0.2243","-0.0041"
"9.3400","0.2249","-0.0036"
"9.3600","0.2253","0.0061"
"9.3800","0.2257","-0.0010"
"9.4000","0.2264","-0.0034"
"9.4200","0.2267","-0.0041"
"9.4400","0.2271","-0.0051"
"9.4600","0.2278","0.0003"
"9.4800","0.2281","-0.0007"
"9.5000","0.2288","-0.0048"
"9.5200","0.2292","-0.0041"
"9.5400","0.2297","-0.0015"
"9.5600","0.2303","-0.0004"
"9.5800","0.2308","-0.0040"
"9.6000","0.2312","-0.0039"
"9.6200","0.2315","-0.0043"
"9.6400","0.2318","-0.0045"
"9.6600","0.2325","0.0010"
"9.6800","0.2328","-0.0020"
"9.7000","0.2332","-0.0040"
"9.7200","0.2338","-0.0028"
"9.7400","0.2342","-0.0035"
"9.7600","0.2348","0.0031"
"9.7800","0.2352","-0.0020"
"9.8000","0.2355","-0.0033"
"9.8200","0.2363","-0.0032"
"9.8400","0.2367","-0.0026"
"9.8600","0.2371","0.0035"
"9.8800","0.2376","-0.0021"
"9.9000","0.2382","-0.0042"
"9.9200","0.2385","-0.0029"
"9.9400","0.2388","-0.0041"
"9.9600","0.2393","0.0041"
"9.9800","0.2398","-0.0012"
"10.0000","0.2402","-0.0035"
"10.0200","0.2406","-0.0042"
"10.0400","0.2411","-0.0040"
"10.0600","0.2417","0.0060"
"10.0800","0.2420","-0.0011"
"10.1000","0.2427","-0.0034"
"10.1200","0.2432","-0.0028"
"10.1400","0.2438","-0.0034"
"10.1600","0.2441","0.0074"
"10.1800","0.2446","-0.0028"
"10.2000","0.2453","-0.0038"
"10.2200","0.2455","-0.0043"
"10.2400","0.2462","-0.0049"
"10.2600","0.2465","0.0046"
"10.2800","0.2470","-0.0022"
"10.3000","0.2476","-0.0038"
"10.3200","0.2479","-0.0042"
"10.3400","0.2483","-0.0059"
"10.3600","0.2485","-0.0026"
"10.3800","0.2491","-0.0017"
"10.4000","0.2496","-0.0032"
"10.4200","0.2501","-0.0029"
"10.4400","0.2506","-0.0028"
"10.4600","0.2510","0.0004"
"10.4800","0.2513","-0.0034"
"10.5000","0.2520","-0.0035"
"10.5200","0.2526","-0.0034"
"10.5400","0.2528","-0.0039"
"10.5600","0.2533","0.0007"
"10.5800","0.2537","-0.0039"
"10.6000","0.2542","-0.0029"
"10.6200","0.2549","-0.0028"
"10.6400","0.2552","-0.0028"
"10.6600","0.2559","0.0041"
"10.6800","0.2564","-0.0011"
"10.7000","0.2571","-0.0034"
"10.7200","0.2575","-0.0036"
"10.7400","0.2579","-0.0043"
"10.7600","0.2582","0.0042"
"10.7800","0.2588","-0.0026"
"10.8000","0.2592","-0.0036"
"10.8200","0.2596","-0.0044"
"10.8400","0.2600","-0.0040"
"10.8600","0.2605","0.0058"
"10.8800","0.2608","0.0007"
"10.9000","0.2614","-0.0022"
"10.9200","0.2618","-0.0020"
"10.9400","0.2624","-0.0026"
"10.9600","0.2627","0.0067"
"10.9800","0.2632","-0.0002"
"11.0000","0.2636","-0.0025"
"11.0200","0.2642","-0.0037"
"11.0400","0.2648","-0.0026"
"11.0600","0.2651","0.0075"
"11.0800","0.2655","-0.0002"
"11.1000","0.2661","-0.0021"
"11.1200","0.2664","-0.0018"
"11.1400","0.2668","-0.0030"
"11.1600","0.2674","0.0037"
"11.1800","0.2678","0.0000"
"11.2000","0.2683","-0.0028"
"11.2200","0.2687","-0.0030"
"11.2400","0.2693","-0.0011"
"11.2600","0.2698","0.0024"
"11.2800","0.2704","-0.0021"
"11.3000","0.2710","-0.0031"
"11.3200","0.2714","-0.0022"
"11.3400","0.2717","-0.0023"
"11.3600","0.2722","0.0026"
"11.3800","0.2725","-0.0015"
"11.4000","0.2730","-0.0024"
"11.4200","0.2736","-0.0026"
"11.4400","0.2740","-0.0036"
"11.4600","0.2745","0.0034"
"11.4800","0.2750","-0.0012"
"11.5000","0.2754","-0.0027"
"11.5200","0.2759","-0.0032"
"11.5400","0.2764","-0.0042"
"11.5600","0.2769","-0.0016"
"11.5800","0.2775","0.0007"
"11.6000","0.2781","-0.0014"
"11.6200","0.2786","-0.0037"
"11.6400","0.2788","-0.0039"
"11.6600","0.2793","0.0054"
"11.6800","0.2801","-0.0019"
"11.7000","0.2804","-0.0035"
"11.7200","0.2811","-0.0039"
"11.7400","0.2814","-0.0031"
"11.7600","0.2820","0.0068"
"11.7800","0.2823","-0.0007"
"11.8000","0.2827","-0.0036"
"11.8200","0.2833","-0.0049"
"11.8400","0.2837","-0.0049"
"11.8600","0.2842","0.0050"
"11.8800","0.2844","-0.0015"
"11.9000","0.2848","-0.0044"
"11.9200","0.2852","-0.0049"
"11.9400","0.2856","-0.0043"
"11.9600","0.2863","0.0028"
"11.9800","0.2869","0.0000"
"12.0000","0.2872","-0.0024"
"12.0200","0.2876","-0.0023"
"12.0400","0.2883","-0.0029"
"12.0600","0.2886","0.0016"
"12.0800","0.2893","0.0026"
"12.1000","0.2896","-0.0020"
"12.1200","0.2901","-0.0031"
"12.1400","0.2907","-0.0029"
"12.1600","0.2913","0.0004"
"12.1800","0.2916","-0.0024"
"12.2000","0.2923","-0.0031"
"12.2200","0.2925","-0.0037"
"12.2400","0.2931","-0.0045"
"12.2600","0.2937","0.0024"
"12.2800","0.2941","-0.0020"
"12.3000","0.2946","-0.0033"
"12.3200","0.2950","-0.0035"
"12.3400","0.2955","-0.0049"
"12.3600","0.2961","0.0032"
"12.3800","0.2964","-0.0012"
"12.4000","0.2968","-0.0023"
"12.4200","0.2974","-0.0026"
"12.4400","0.2978","-0.0029"
"12.4600","0.2983","0.0052"
"12.4800","0.2986","-0.0015"
"12.5000","0.2991","-0.0036"
"12.5200","0.2996","-0.0032"
"12.5400","0.3000","-0.0028"
"12.5600","0.3005","0.0025"
"12.5800","0.3010","-0.0030"
"12.6000","0.3015","-0.0035"
"12.6200","0.3020","-0.0031"
"12.6400","0.3023","-0.0038"
"12.6600","0.3027","0.0066"
"12.6800","0.3033","-0.0012"
"12.7000","0.3040","-0.0039"
"12.7200","0.3044","-0.0037"
"12.7400","0.3046","-0.0044"
"12.7600","0.3052","0.0061"
"12.7800","0.3058","-0.0007"
"12.8000","0.3061","-0.0032"
"12.8200","0.3065","-0.0052"
"12.8400","0.3072","-0.0046"
"12.8600","0.3079","-0.0051"
"12.8800","0.3082","0.0065"
"12.9000","0.3083","-0.0014"
"12.9200","0.3091","-0.0035"
"12.9400","0.3093","-0.0034"
"12.9600","0.3100","-0.0007"
"12.9800","0.3105","-0.0040"
"13.0000","0.3110","-0.0055"
"13.0200","0.3113","-0.0055"
"13.0400","0.3116","-0.0057"
"13.0600","0.3120","-0.0004"
"13.0800","0.3126","-0.0040"
"13.1000","0.3132","-0.0049"
"13.1200","0.3137","-0.0043"
"13.1400","0.3141","-0.0041"
"13.1600","0.3146","0.0016"
"13.1800","0.3152","-0.0024"
"13.2000","0.3155","-0.0025"
"13.2200","0.3162","-0.0021"
"13.2400","0.3164","-0.0033"
"13.2600","0.3170","0.0043"
"13.2800","0.3175","-0.0018"
"13.3000","0.3182","-0.0031"
"13.3200","0.3187","-0.0053"
"13.3400","0.3189","-0.0048"
"13.3600","0.3194","0.0047"
"13.3800","0.3198","-0.0015"
"13.4000","0.3203","-0.0029"
"13.4200","0.3209","-0.0039"
"13.4400","0.3214","-0.0032"
"13.4600","0.3219","0.0051"
"13.4800","0.3222","-0.0016"
"13.5000","0.3228","-0.0035"
"13.5200","0.3233","-0.0039"
"13.5400","0.3236","-0.0042"
"13.5600","0.3241","0.0065"
"13.5800","0.3244","-0.0007"
"13.6000","0.3250","-0.0032"
"13.6200","0.3254","-0.0042"
"13.6400","0.3258","-0.0029"
"13.6600","0.3262","0.0055"
"13.6800","0.3268","0.0003"
"13.7000","0.3272","-0.0028"
"13.7200","0.3277","-0.0033"
"13.7400","0.3279","-0.0036"
"13.7600","0.3285","-0.0018"
"13.7800","0.3290","0.0003"
"13.8000","0.3295","-0.0015"
"13.8200","0.3300","-0.0033"
"13.8400","0.3305","-0.0036"
"13.8600","0.3309","0.0022"
"13.8800","0.3314","-0.0004"
"13.9000","0.3321","-0.0036"
"13.9200","0.3325","-0.0041"
"13.9400","0.3329","-0.0034"
"13.9600","0.3333","0.0011"
"13.9800","0.3336","-0.0023"
"14.0000","0.3340","-0.0037"
"14.0200","0.3349","-0.0039"
"14.0400","0.3352","-0.0035"
"14.0600","0.3356","0.0028"
"14.0800","0.3359","-0.0019"
"14.1000","0.3364","-0.0017"
"14.1200","0.3367","-0.0025"
"14.1400","0.3373","-0.0027"
"14.1600","0.3377","0.0039"
"14.1800","0.3382","-0.0019"
"14.2000","0.3388","-0.0050"
"14.2200","0.3393","-0.0040"
"14.2400","0.3396","-0.0029"
"14.2600","0.3402","0.0064"
"14.2800","0.3407","-0.0009"
"14.3000","0.3412","-0.0023"
"14.3200","0.3415","-0.0028"
"14.3400","0.3420","-0.0017"
"14.3600","0.3423","0.0081"
"14.3800","0.3428","0.0003"
"14.4000","0.3434","-0.0019"
"14.4200","0.3439","-0.0016"
"14.4400","0.3444","-0.0028"
"14.4600","0.3447","0.0067"
"14.4800","0.3452","-0.0004"
"14.5000","0.3457","-0.0023"
"14.5200","0.3464","-0.0026"
"14.5400","0.3468","-0.0028"
"14.5600","0.3470","0.0043"
"14.5800","0.3477","0.0002"
"14.6000","0.3482","-0.0010"
"14.6200","0.3486","-0.0036"
"14.6400","0.3490","0.0005"
"14.6600","0.3496","0.0016"
"14.6800","0.3499","-0.0025"
"14.7000","0.3505","-0.0036"
"14.7200","0.3508","-0.0024"
"14.7400","0.3514","-0.0032"
"14.7600","0.3517","0.0016"
"14.7800","0.3523","-0.0016"
"14.8000","0.3527","-0.0026"
"14.8200","0.3531","-0.0041"
"14.8400","0.3536","-0.0037"
"14.8600","0.3539","0.0017"
"14.8800","0.3544","-0.0011"
"14.9000","0.3550","-0.0026"
"14.9200","0.3554","-0.0029"
"14.9400","0.3557","-0.0042"
"14.9600","0.3564","0.0039"
"14.9800","0.3569","-0.0017"
"15.0000","0.3574","-0.0032"
"15.0200","0.3580","-0.0027"
"15.0400","0.3584","-0.0026"
"15.0600","0.3590","0.0041"
"15.0800","0.3594","-0.0015"
"15.1000","0.3599","-0.0030"
"15.1200","0.3604","-0.0040"
"15.1400","0.3608","-0.0053"
"15.1600","0.3611","-0.0054"
"15.1800","0.3616","0.0022"
"15.2000","0.3620","-0.0022"
"15.2200","0.3626","-0.0038"
"15.2400","0.3631","-0.0049"
"15.2600","0.3634","0.0063"
"15.2800","0.3637","-0.0017"
"15.3000","0.3641","-0.0044"
"15.3200","0.3647","-0.0051"
"15.3400","0.3653","-0.0052"
"15.3600","0.3658","0.0023"
"15.3800","0.3661","-0.0025"
"15.4000","0.3664","-0.0054"
"15.4200","0.3668","-0.0046"
"15.4400","0.3675","-0.0037"
"15.4600","0.3681","0.0011"
"15.4800","0.3684","-0.0003"
"15.5000","0.3691","-0.0036"
"15.5200","0.3696","-0.0047"
"15.5400","0.3699","-0.0046"
"15.5600","0.3705","0.0006"
"15.5800","0.3709","-0.0034"
"15.6000","0.3713","-0.0035"
"15.6200","0.3720","-0.0038"
"15.6400","0.3726","-0.0039"
"15.6600","0.3729","0.0020"
"15.6800","0.3734","-0.0014"
"15.7000","0.3738","-0.0032"
"15.7200","0.3742","-0.0032"
